title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
Circuitos con SPICE: Sistemas trifásicos y análisis avanzado,Pontificia Universidad Católica de Chile,4.5,2,Advanced,Course,ONE_TO_FOUR_WEEKS,"Three-Phase, Electrical Engineering, Electric Power Systems, Electrical Power, Power Electronics, Electronic Components, Electronics, Network Analysis, Simulation and Simulation Software",/learn/circuitos-spicey-3,False,course~0VFf3X1BEey1tgpUmO8AYQ
Advanced Chatbots with Deep Learning and Python,Packt,3.25,4,Advanced,Course,ONE_TO_FOUR_WEEKS,"Large Language Modeling, Deep Learning, Keras (Neural Network Library), Tensorflow, Python Programming, Data Processing, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Generative AI, Natural Language Processing",/learn/packt-advanced-chatbots-with-deep-learning-and-python-xmshb,False,course~TFUufGowEe-o2Qr_2f2M0Q
Advanced Usability and Accessibility Practices,Board Infinity,3.2,5,Advanced,Course,ONE_TO_FOUR_WEEKS,"Usability Testing, User Research, Usability, Surveys, UI/UX Research, Software Testing, Human Computer Interaction, Survey Creation, User Experience Design, Software Quality (SQA/SQC), Web Content Accessibility Guidelines",/learn/advanced-usability-and-accessibility-practices,False,course~H87d0W9nEe-aHBJ1q-AXBQ
Advanced Visualizations using Tableau,University of Colorado Boulder,,0,Advanced,Course,ONE_TO_FOUR_WEEKS,"Data Visualization Software, Tableau Software, Data Visualization, Data Analysis, Geospatial Mapping, Business Analytics, Data Presentation, Advanced Analytics, Spatial Analysis, Marketing Analytics, Data Science, Data Manipulation, Forecasting",/learn/advanced-visualizations-tableau-data-analytics-forecast-clustering-geographic,False,course~j-3nmY_PEe-ipQ5PU2BWwQ
Create Image Captioning Models,Google Cloud,4.645161290322581,31,Advanced,Course,ONE_TO_FOUR_WEEKS,"Generative AI, Image Analysis, Deep Learning, Computer Vision, Applied Machine Learning",/learn/create-image-captioning-models,True,course~V4YupvY-Ee2fnxIInyWU6Q
React - Working with Higher Order Components,Coursera Project Network,4.333333333333333,6,Advanced,Guided Project,LESS_THAN_TWO_HOURS,"React.js, JavaScript Frameworks, Javascript and jQuery, Javascript, TypeScript, Software Design Patterns, Web Development, Application Development, Mobile Development",/projects/rudi-hinds-hreact-working-with-higher-order-components,False,course~P2YxY9LdEeyhCAqpgS-1QQ
DevOps Project - 2022: CI/CD with Jenkins Ansible Kubernetes,Packt,,0,Advanced,Course,ONE_TO_THREE_MONTHS,"Continuous Integration, DevOps, Apache Tomcat, Kubernetes, Docker (Software), Apache Maven, Application Deployment, Amazon Web Services, YAML, Git (Version Control System)",/learn/packt-devops-project-2022-ci-cd-with-jenkins-ansible-kubernetes-ry3kp,False,course~zRHVHXU8Ee-sHxKPLhMLqw
Indigenous Canada,University of Alberta,4.818228674512499,23282,Mixed,Course,ONE_TO_THREE_MONTHS,"Art History, Social Studies, Storytelling, Cultural Diversity, Social Justice, Intercultural Competence, Socioeconomics, World History, Political Sciences, Social Sciences, Community Development, Land Management, Governance",/learn/indigenous-canada,True,course~jYd91UquEeWpQA4vMed_oQ
Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,4.5327102803738315,214,Mixed,Course,ONE_TO_THREE_MONTHS,"Wireless Networks, Technical Communication, Software Installation, Key Management, Network Infrastructure, System Implementation, System Configuration, Telecommunications, Record Keeping, Data Entry",/learn/google-cbrs-cpi-training,False,course~VivQGEdIEemEVA7yMJH7Bg
The Science of Well-Being,Yale University,4.89785451313952,39385,Mixed,Course,ONE_TO_THREE_MONTHS,"Positive Behavior Support, Goal Setting, Resilience, Self-Awareness, Behavioral Economics, Mental Health, Productivity, Psychology, Social Skills, Mindfulness",/learn/the-science-of-well-being,True,course~rUHfSakHEeeQ3gpuC4Fs_g
Psychological First Aid,Johns Hopkins University,4.815878634639697,19775,Mixed,Course,ONE_TO_THREE_MONTHS,"Triage, Crisis Intervention, Active Listening, Emergency Response, Trauma Care, Emergency Services, Psychological Evaluations, Interpersonal Communications, Mental Health, Patient Education And Counseling, Stress Management, Patient Referral",/learn/psychological-first-aid,False,course~hbvvfJLaEeWBSw79YYA_8Q
AI Fundamentals for Non-Data Scientists,University of Pennsylvania,4.808483290488432,778,Mixed,Course,ONE_TO_THREE_MONTHS,"Generative AI, Big Data, Machine Learning, Customer Data Management, Tensorflow, Artificial Intelligence, Deep Learning, Algorithms, Process Optimization, Data Analysis, Artificial Neural Networks, Natural Language Processing",/learn/wharton-ai-fundamentals-non-data-scientists,False,course~HJ-ixLNjEeuulAq3NfAu8w
Private Equity and Venture Capital,Università Bocconi,4.781669319990903,8794,Mixed,Course,ONE_TO_THREE_MONTHS,"Private Equity, Business Valuation, Entrepreneurial Finance, Capital Markets, Mergers & Acquisitions, Investments, Financial Management, Legal Risk, Tax Laws, Entrepreneurship, Due Diligence, Cash Flows",/learn/private-equity,True,course~84pGjiPgEeWKeQ6ae81EbQ
Introduction to Financial Accounting,University of Pennsylvania,4.737479031871556,8346,Mixed,Course,ONE_TO_FOUR_WEEKS,"Financial Statements, Financial Statement Analysis, Financial Reporting, Financial Accounting, Balance Sheet, Accrual Accounting, Financial Analysis, Accounting, Cash Flows, Income Statement, Bookkeeping, Revenue Recognition, Depreciation",/learn/wharton-accounting,False,course~2iD7dxkvEeW9dA4X94-nLQ
Instructional Design Foundations and Applications,University of Illinois Urbana-Champaign,4.0469543147208125,788,Mixed,Course,ONE_TO_THREE_MONTHS,"Instructional and Curriculum Design, Needs Assessment, Instructional Design, Learning Theory, Diversity and Inclusion, Education and Training, Systems Analysis, Job Analysis, Analysis",/learn/instructional-design-foundations-applications,False,course~LSKyLoqnEeiA2BLnQCAh6g
Global Diplomacy – Diplomacy in the Modern World,"University of London, SOAS University of London",4.7153011597456045,5346,Mixed,Course,ONE_TO_THREE_MONTHS,"Diplomacy, International Relations, World History, Political Sciences, Policy Analysis, Public Affairs, Mediation, Interpersonal Communications",/learn/global-diplomacy,True,course~trgWdYiKEeWfngrMqWa91Q
Management of Fashion and Luxury Companies,Università Bocconi,4.710896596858639,6112,Mixed,Course,ONE_TO_THREE_MONTHS,"Retail Store Operations, Brand Management, Digital Media Strategy, Global Marketing, Financial Reporting, Communication Strategies, Market Opportunities, Marketing Management, Business Modeling, Business Strategy, Customer experience strategy (CX), E-Commerce, Consumer Behaviour, Storytelling, Market Trend, Product Development",/learn/mafash,True,course~4tHoAq3EEeSk9iIAC49U6w
Fundamentals of Quantitative Modeling,University of Pennsylvania,4.64312956303803,9177,Mixed,Course,ONE_TO_FOUR_WEEKS,"Mathematical Modeling, Statistical Modeling, Regression Analysis, Business Modeling, Financial Modeling, Business Mathematics, Markov Model, Probability, Predictive Analytics, Process Optimization, Risk Management, Statistics, Probability Distribution, Simulation and Simulation Software, Forecasting",/learn/wharton-quantitative-modeling,False,course~1ZacN53KEeWlGQ5Xb9b0kw
English for Career Development,University of Pennsylvania,4.816440831074978,16605,Mixed,Course,ONE_TO_THREE_MONTHS,"English Language, Vocabulary, Writing, Business Writing, Interviewing Skills, Verbal Communication Skills, Business Correspondence, Social Skills, Professional Networking, Business Communication, Communication",/learn/careerdevelopment,True,course~dScDad8bEeWNrAqe1RXmgw
Introduction to Engineering Mechanics,Georgia Institute of Technology,4.775177025963808,5084,Mixed,Course,ONE_TO_THREE_MONTHS,"Engineering Analysis, Mechanics, Torque (Physics), Engineering Calculations, Mechanical Engineering, Engineering, Civil Engineering, Structural Analysis, Trigonometry",/learn/engineering-mechanics-statics,True,course~WChOZHTVEeSi3yIACzSGcw
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,4.847176079734219,5117,Mixed,Course,ONE_TO_THREE_MONTHS,"Negotiation, Contract Negotiation, Conflict Management, Mediation, Leadership, Communication, Persuasive Communication, Influencing, Relationship Building, Collaboration, Game Theory, Strategic Decision-Making",/learn/negotiation,True,course~tGbJuel4EeSnMSIACzuFJw
Introduction to Marketing,University of Pennsylvania,4.76699175928026,13227,Mixed,Course,ONE_TO_THREE_MONTHS,"Go To Market Strategy, Branding, Consumer Behaviour, Strategic Marketing, Marketing, Brand Strategy, Communication Strategies, Marketing Strategy and Techniques, Marketing Communications, Customer experience strategy (CX), Brand Loyalty, Customer Insights, Brand Awareness, Price Negotiation",/learn/wharton-marketing,False,course~upla9lvsEeWylgpjfV1KVQ
Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,4.764267278462862,3487,Mixed,Course,ONE_TO_THREE_MONTHS,"Clinical Trials, Clinical Research, Qualitative Research, Data Synthesis, Scientific Methods, Research Methodologies, Data Collection, Biostatistics, Analysis, Quantitative Research, Risk Analysis, Statistical Methods, Epidemiology, Statistical Analysis",/learn/systematic-review,False,course~7jEat7ioEeWfYA612mWHZw
Introduction to Corporate Finance,University of Pennsylvania,4.58030838419531,6226,Mixed,Course,ONE_TO_FOUR_WEEKS,"Return On Investment, Capital Budgeting, Financial Modeling, Financial Analysis, Financial Planning, Corporate Finance, Business Valuation, Financial Management, Asset Management, Cash Flows, Risk Analysis, Cash Flow Forecasting, Working Capital",/learn/wharton-finance,False,course~gwI23F2CEeW7fArvq3U29Q
Introduction to Electronics,Georgia Institute of Technology,4.682734097194785,2531,Mixed,Course,ONE_TO_THREE_MONTHS,"Electronic Components, Semiconductors, Electronics, Basic Electrical Systems, Electronics Engineering, Engineering Analysis, Schematic Diagrams",/learn/electronics,False,course~yC0iaOrHEeSb-yIACwuKNg
Human Resources Analytics,"University of California, Irvine",4.56271690629648,2017,Mixed,Course,ONE_TO_FOUR_WEEKS,"Data Storytelling, Data-Driven Decision-Making, Training and Development, Performance Metric, Compensation Management, Human Resources, Human Resource Strategy, Workforce Planning, Business Analytics, Data Analysis, Employee Engagement, Recruitment, Talent Acquisition, Employee Retention",/learn/human-resources-analytics,False,course~JKq-M955EeqPZRKxGtAxBQ
Moral Foundations of Politics ,Yale University,4.85962276748456,5991,Mixed,Course,ONE_TO_THREE_MONTHS,"Political Sciences, Policy Analysis, Social Justice, Social Sciences, European History, Law, Regulation, and Compliance, Governance, Ethical Standards And Conduct, Socioeconomics, Economics",/learn/moral-politics,True,course~CN4C2CQnEeW5Rwo0txKkgQ
Introduction to Forensic Science,"Nanyang Technological University, Singapore",4.853018372703412,2667,Mixed,Course,ONE_TO_THREE_MONTHS,"Criminal Investigation and Forensics, Scientific Methods, Chemistry, Investigation, Biochemistry, Pharmacology, Laboratory Testing, Pathology, Microbiology",/learn/forensic-science,True,course~tKpNgsa4EeWg0QoHq3JjoQ
Forensic Accounting and Fraud Examination,West Virginia University,4.737744701504611,6181,Mixed,Course,ONE_TO_THREE_MONTHS,"Auditing, Loss Prevention, Internal Controls, Financial Controls, Threat Detection, Anomaly Detection, Financial Auditing, Cybersecurity, Financial Data, Cyber Operations, Investigation, Criminal Investigation and Forensics, Analytics, Specialized Accounting, Cyber Attacks, Security Awareness, Big Data, Accounting, Business Ethics, Compliance Reporting",/learn/forensic-accounting,True,course~469AxGCiEeWQAgqoue9YNw
AI Applications in Marketing and Finance,University of Pennsylvania,4.619952494061757,421,Mixed,Course,ONE_TO_FOUR_WEEKS,"AI Personalization, Big Data, Credit Risk, Risk Management, Personalized Service, Digital Transformation, Business Risk Management, Customer Insights, Machine Learning, Marketing Analytics, Data Mining, Customer Engagement, Risk Analysis, Advanced Analytics, Data-Driven Decision-Making, Anomaly Detection, MarTech, Financial Data, Consumer Behaviour, Customer experience improvement",/learn/wharton-ai-applications-marketing-finance,False,course~OGav0rNjEeuulAq3NfAu8w
A Law Student's Toolkit,Yale University,4.704854368932039,1545,Mixed,Course,ONE_TO_THREE_MONTHS,"Legal Strategy, Legal Research, Legal Writing, Case Law, Civil Procedures, Policy Analysis, Learning Strategies, Economics",/learn/law-student,True,course~fZN4SVfiEeWsGQ6fKrurvQ
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,4.831983507583566,6791,Mixed,Course,ONE_TO_THREE_MONTHS,"Vital Signs, Respiration, Pulmonology, Health Assessment, Cardiology, Systems Of Measurement, Neurology, Patient Evaluation, Anatomy, Biology",/learn/vital-signs,True,course~5zjIsJq-EeW_wArffOXkOw
Principles of Management,Johns Hopkins University,4.713761467889908,545,Mixed,Course,ONE_TO_FOUR_WEEKS,"Team Management, Team Building, Business Ethics, Employee Coaching, Influencing, Leadership and Management, People Management, Conflict Management, Project Management, Coaching, Leadership Studies, Decision Making, Relationship Building, Organizational Strategy, Communication, Business Communication, Active Listening, Business Strategy",/learn/principles-of-management,False,course~p1aUxtT0Eeu0JA70HcoQjw
International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,4.770606531881804,1286,Mixed,Course,ONE_TO_THREE_MONTHS,"Arbitration, Diplomacy, Legal Strategy, International Relations, Conflict Management, Legal Hearings, Case Law",/learn/arbitration-international-disputes,True,course~B16bIEaoEee_nQq6JsYrTA
Design and Interpretation of Clinical Trials,Johns Hopkins University,4.725462962962963,4320,Mixed,Course,ONE_TO_THREE_MONTHS,"Clinical Trials, Clinical Research, Scientific Methods, Medical Science and Research, Biostatistics, Data Collection, Ethical Standards And Conduct, Regulatory Compliance, Sample Size Determination, Statistical Methods, Statistical Analysis, Statistical Hypothesis Testing",/learn/clinical-trials,False,course~SzQW47gfEeW2iwpbOuagWQ
Animal Behaviour and Welfare,The University of Edinburgh,4.801538172950666,5331,Mixed,Course,ONE_TO_THREE_MONTHS,"Behavior Management, Safety Assurance, Ethical Standards And Conduct, Stress Management, General Science and Research, Environmental Issue, Scientific Methods, Nutrition and Diet, Biology",/learn/animal-welfare,True,course~D5GKj_UHEeSBSSIAC7JSBQ
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,4.905151267375307,3669,Mixed,Course,ONE_TO_THREE_MONTHS,"Computer Architecture, Computer Hardware, Computational Logic, Computer Programming, System Design and Implementation, Technical Design, Software Design, Program Development, Debugging, Verification And Validation, Development Environment",/learn/build-a-computer,False,course~ct7G8DVLEeWfzhKP8GtZlQ
Introduction to Philosophy,The University of Edinburgh,4.688138419845737,9594,Mixed,Course,THREE_TO_SIX_MONTHS,"Political Sciences, Social Studies, Research, Science and Research, Psychology, Scientific Methods, Policy Analysis, Ethical Standards And Conduct",/learn/philosophy,True,course~Auue1KA-EeS9VCIACyUcdg
Introduction to Spreadsheets and Models,University of Pennsylvania,4.15374643505315,3857,Mixed,Course,ONE_TO_FOUR_WEEKS,"Regression Analysis, Spreadsheet Software, Google Sheets, Financial Modeling, Microsoft Excel, Data Modeling, Forecasting, Risk Analysis, Probability & Statistics, Business Modeling, Statistical Analysis, Simulation and Simulation Software, Process Improvement and Optimization",/learn/wharton-introduction-spreadsheets-models,False,course~tAfppJ3KEeWoKRLkmmHLTQ
AI Applications in People Management ,University of Pennsylvania,4.7631578947368425,266,Mixed,Course,ONE_TO_FOUR_WEEKS,"HR Tech, Human Resources, Data Ethics, Data-Driven Decision-Making, People Management, Artificial Intelligence, Employee Engagement, Machine Learning, Employee Retention, Predictive Analytics, Blockchain",/learn/wharton-ai-applications-people-management,False,course~6_10JKePEeuLpxKpdBxh5w
Understanding Research Methods,"University of London, SOAS University of London",4.6433384560822795,8459,Mixed,Course,ONE_TO_FOUR_WEEKS,"Peer Review, Surveys, Research, Research Methodologies, Research Design, Writing, Qualitative Research, Ethical Standards And Conduct",/learn/research-methods,True,course~fCKQimXqEeSuUyIAC0mIhA
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,4.7580522925350515,5278,Mixed,Course,ONE_TO_FOUR_WEEKS,"Content Marketing, Social Media Strategy, Consumer Behaviour, Influencing, Marketing Communications, Social Media Marketing, Persuasive Communication, Social Media, Advertising, Brand Strategy, Marketing, Marketing Psychology, Storytelling",/learn/wharton-contagious-viral-marketing,False,course~WhMdfX8-EeWkMQ6S5uJulw
Oil & Gas Industry Operations and Markets ,Duke University,4.795080658041846,6261,Mixed,Course,ONE_TO_FOUR_WEEKS,"Market Dynamics, Energy and Utilities, Operating Cost, Transportation Operations, Production Process, Market Data, Market Trend, Cost Estimation, Global Marketing, Market Analysis, International Finance, Natural Resource Management",/learn/oilandgas,True,course~yJFvuj06EeWBrBIWi3mmCw
One Health Investigations of Outbreaks and Spillover Events,Johns Hopkins University,4.785714285714286,14,Mixed,Course,ONE_TO_THREE_MONTHS,"Microbiology, Epidemiology, Public Health, Infectious Diseases, Investigation, Environment, Environmental Monitoring, Laboratory Testing, Anthropology, Qualitative Research, Risk Analysis, Research Methodologies, Data Collection",/learn/one-health-investigations-of-outbreaks-and-spillover-events,True,course~38NofaD9Ee-BtBK6nJIJew
Microeconomics: The Power of Markets,University of Pennsylvania,4.7478368355995055,1618,Mixed,Course,ONE_TO_THREE_MONTHS,"Supply And Demand, Economics, Market Dynamics, Market Analysis, Resource Allocation, Policy Analysis, Tax, Consumer Behaviour, Decision Making",/learn/microeconomics-part1,True,course~IH7VjpoSEeWxTA6NLywNHw
Introduction to Genetics and Evolution,Duke University,4.776966292134832,1780,Mixed,Course,ONE_TO_THREE_MONTHS,"Life Sciences, Molecular Biology, Biology, Biostatistics, Environment, Laboratory Research, Taxonomy, Scientific Methods, Experimentation, Mathematical Modeling",/learn/genetics-evolution,True,course~k9p3Qh8kEeWP0w4yK2369w
Positive Psychiatry and Mental Health ,The University of Sydney,4.757845188284519,3824,Mixed,Course,ONE_TO_THREE_MONTHS,"Mental Health, Stress Management, Community Mental Health Services, Mindfulness, Mental Health Diseases and Disorders, Psychiatry, Positivity, Rehabilitation, Resilience, Behavioral Health, Clinical Psychology, Mental Health Therapies, Psychotherapy, Personal Development, Mental and Behavioral Health, Creativity, Self-Awareness, Occupational Therapy, Empowerment, Physical Therapy",/learn/positive-psychiatry,True,course~CRZJ8GykEeWbyw5d8C-Blw
Food & Beverage Management,Università Bocconi,4.785627530364373,4940,Mixed,Course,ONE_TO_THREE_MONTHS,"Food and Beverage, Hospitality Management, Restaurant Management, Product Quality (QA/QC), Global Marketing, Market Dynamics, Business Strategy, Consumer Behaviour, Value Propositions, Competitive Analysis, Brand Management, Growth Strategies, Marketing",/learn/food-beverage-management,True,course~6byT1CWWEeW5pgpJEN0S6w
Economics of Money and Banking,Columbia University,4.859975961538462,1664,Mixed,Course,THREE_TO_SIX_MONTHS,"International Finance, Derivatives, Financial Systems, Balance Sheet, Financial Market, Payment Systems, Banking, Capital Markets, Economics, Market Liquidity, Financial Regulation, Finance, Market Dynamics",/learn/money-banking,False,course~FuHL-RuOEeSduyIAC0iV4g
The Manager's Toolkit: A Practical Guide to Managing People at Work,"University of London, Birkbeck, University of London",4.659718969555035,4270,Mixed,Course,ONE_TO_THREE_MONTHS,"People Management, Conflict Management, Human Resources Management and Planning, Employee Performance Management, Performance Management, People Development, Performance Appraisal, Leadership, Decision Making, Strategic Decision-Making, Team Motivation, Compensation Management, Recruitment, Interviewing Skills",/learn/people-management,True,course~Wv_qFVYzEeWKXg4Y7_tPaw
Cryptography I,Stanford University,4.801081324622663,4439,Mixed,Course,ONE_TO_THREE_MONTHS,"Cryptography, Data Encryption Standard, Encryption, Key Management, Advanced Encryption Standard (AES), Public Key Cryptography Standards (PKCS), Cybersecurity, Authentications, Data Integrity, Secure Coding, Algorithms",/learn/crypto,True,course~lYw3nxuGEeWo5g5SXpDA8Q
Introduction to Psychology,University of Toronto,4.873353406097102,5314,Mixed,Course,ONE_TO_THREE_MONTHS,"Psychology, Mental Health Diseases and Disorders, Human Development, Psychotherapy, Behavior Management, Social Sciences, Scientific Methods, Creativity, Experimentation, Cultural Diversity, Research, Ethical Standards And Conduct",/learn/introduction-psych,True,course~WIhvslYxEeSFRiIACycBKQ
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,4.650897226753671,613,Mixed,Course,ONE_TO_THREE_MONTHS,"Structural Analysis, Probability & Statistics, Structural Engineering, Hydraulics, Statistical Methods, Statistics, Engineering Analysis, Mechanical Engineering, Probability, Engineering, Probability Distribution, Mechanics, Engineering Calculations, Civil Engineering, Applied Mathematics, Algebra, Advanced Mathematics, Calculus, Differential Equations, Geometry",/learn/fe-exam,False,course~fYg6EC_5EeWUWxIOAnoaFQ
Teach English Now! Foundational Principles,Arizona State University,4.9139922159127165,15673,Mixed,Course,ONE_TO_THREE_MONTHS,"Learning Strategies, Enthusiasm, Motivational Skills, Learning Styles, Language Learning, Education Software and Technology, Stress Management, Communication Strategies, Self-Awareness, Cultural Diversity, General Networking",/learn/english-principles,False,course~TIDJWBwuEeWP9g4JMjGIiQ
Chinese for Beginners,Peking University,4.8039862130975575,20019,Mixed,Course,ONE_TO_THREE_MONTHS,"Language Learning, Language Competency, Vocabulary, Oral Expression, Oral Comprehension, Grammar, Communication",/learn/learn-chinese,True,course~mTJHKj0pEeSGwyIACxCdDw
Essentials of Global Health,Yale University,4.84947223497017,2179,Mixed,Course,ONE_TO_THREE_MONTHS,"Health Disparities, Health Systems, Public Health, Epidemiology, Infectious Diseases, Chronic Diseases, Health Policy, Environment Health And Safety, Maternal Health, Injury Prevention, Nutrition and Diet, Child Health",/learn/essentials-global-health,True,course~LD8hNEdxEeaDoBKORUcroQ
Gamification,University of Pennsylvania,4.77172131147541,2440,Mixed,Course,ONE_TO_THREE_MONTHS,"Game Design, Solution Design, Design Thinking, Human Centered Design, Drive Engagement, Industrial and Organizational Psychology, Employee Engagement, Organizational Development, Behavioral Economics, Emerging Technologies, Risk Analysis, Customer Engagement, Psychology, Marketing",/learn/gamification,False,course~69Bku0KoEeWZtA4u62x6lQ
AI in Healthcare Capstone,Stanford University,4.66412213740458,262,Mixed,Course,ONE_TO_THREE_MONTHS,"Health Informatics, Clinical Data Management, Healthcare Ethics, Artificial Intelligence and Machine Learning (AI/ML), Data Collection, Applied Machine Learning, Health Care Procedure and Regulation, Data Ethics, Machine Learning Software, Machine Learning, Healthcare Industry Knowledge, Predictive Modeling, MLOps (Machine Learning Operations), Performance Tuning, Regulatory Compliance, Feature Engineering, Electronic Medical Record",/learn/ai-in-healthcare-capstone,False,course~F7TrXNgqEeqgHg6I6dtGEQ
What is Compliance?,University of Pennsylvania,4.824460431654677,1390,Mixed,Course,ONE_TO_FOUR_WEEKS,"Compliance Management, Compliance Training, Regulation and Legal Compliance, Legal Risk, Law, Regulation, and Compliance, Governance Risk Management and Compliance, Compliance Reporting, Regulatory Requirements, Compliance Auditing, Risk Management, Operational Risk, Strategic Planning, Risk Analysis, Brand Management",/learn/what-is-compliance,False,course~iHw2uqofEeiD6g6696FGog
Supply Chain Principles,Georgia Institute of Technology,4.638258452987494,2159,Mixed,Course,ONE_TO_THREE_MONTHS,"Supply Chain, Supply Chain Management, Logistics Management, Logistics, Transportation Operations, Procurement, Inventory and Warehousing, Warehouse Management, Manufacturing Operations",/learn/supply-chain-principles,False,course~YrbKHF42Eea2uw7FUMTxlQ
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,4.77927548441449,1187,Mixed,Course,ONE_TO_THREE_MONTHS,"Arbitration, Court Systems, Mediation, Political Sciences, Legal Research, Legal Proceedings, Diplomacy, Case Law, Adjudication, Litigation and Civil Justice, International Relations, Civil Law",/learn/international-law-in-action,True,course~prHAajqwEeWXuQopUhAqaw
Learn Interpersonal Psychotherapy,University of Toronto,4.782608695652174,69,Mixed,Course,ONE_TO_THREE_MONTHS,"Psychotherapy, Interpersonal Communications, Mental Health Therapies, Clinical Psychology, Conflict Management, Mental Health, Mental Health Diseases and Disorders, Rapport Building, Patient Evaluation, Patient Education And Counseling, Behavioral Health, Cultural Sensitivity, Case Management",/learn/learn-ipt,False,course~yveXeG9KEe2FvRLslR-h4Q
Introduction to International Criminal Law,Case Western Reserve University,4.827779191045535,3931,Mixed,Course,ONE_TO_THREE_MONTHS,"Trial Preparation, Criminal Investigation and Forensics, Legal Proceedings, Legal Hearings, International Relations, Legal Strategy, Diplomacy, Public Safety and National Security, Ethical Standards And Conduct, Case Law, Interactive Learning",/learn/international-criminal-law,True,course~sQEO1tohEeSQryIAC46GNw
International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,4.845070422535211,710,Mixed,Course,ONE_TO_THREE_MONTHS,"Court Systems, Legal Proceedings, Adjudication, Legal Strategy, Criminal Investigation and Forensics, Political Sciences, International Relations, Litigation and Civil Justice, Appeals, Case Law, Policty Analysis, Research, and Development",/learn/international-law-in-action-2,True,course~qlAYiungEeW83RLVcuc3IQ
More Introduction to Financial Accounting,University of Pennsylvania,4.811700182815357,547,Mixed,Course,ONE_TO_THREE_MONTHS,"Financial Statements, Financial Statement Analysis, Working Capital, Financial Accounting, Financial Analysis, Balance Sheet, Accounting, Tax Planning, Inventory Accounting, Accounts Receivable, Income Tax, Tax, Equities, Cash Flows, Fixed Asset, Depreciation",/learn/wharton-financial-accounting,False,course~7s7JbZ4REeWIXgpWJNgyEw
Greek and Roman Mythology,University of Pennsylvania,4.7804,2500,Mixed,Course,ONE_TO_THREE_MONTHS,"Ancient History, Art History, Liberal Arts, World History, Anthropology, Sociology, Psychology",/learn/mythology,True,course~yqF2L50oEeWJORITtzkPnQ
Healing with the Arts,University of Florida,4.641666666666667,960,Mixed,Course,ONE_TO_THREE_MONTHS,"Journals, Music, Performing Arts, Mindfulness, Compassion, Empowerment, Storytelling, Personal Development, Liberal Arts, Self-Awareness, Emotional Intelligence, Writing, Overcoming Obstacles",/learn/healing-with-the-arts,False,course~8QSn29WMEeW_sQqlOUlMew
Linear Circuits 1: DC Analysis,Georgia Institute of Technology,4.512162162162162,1480,Mixed,Course,ONE_TO_THREE_MONTHS,"Basic Electrical Systems, Electronic Components, Electrical Systems, Electrical Engineering, Engineering Analysis, Electronics, Engineering Calculations, Physics",/learn/linear-circuits-dcanalysis,False,course~0B_AVEqwEeaw2hIsmg4YHQ
Customer Analytics,University of Pennsylvania,4.579671251257967,11924,Mixed,Course,ONE_TO_THREE_MONTHS,"Descriptive Analytics, Data-Driven Decision-Making, Marketing Analytics, Predictive Analytics, Customer Insights, Customer Analysis, Business Analytics, Customer Data Management, Analytics, Marketing, Data Collection, Market Research, Regression Analysis, Consumer Behaviour, Correlation Analysis",/learn/wharton-customer-analytics,False,course~56WnmkLyEeWstQoYgPEx5w
Econometrics: Methods and Applications,Erasmus University Rotterdam,4.569306930693069,1212,Mixed,Course,ONE_TO_THREE_MONTHS,"Econometrics, Time Series Analysis and Forecasting, Regression Analysis, Data Analysis, Statistical Analysis, Quantitative Research, Statistical Modeling, Statistics, Predictive Analytics, Probability, Linear Algebra, Peer Review",/learn/erasmus-econometrics,True,course~1BM3lirjEeWLVg5w1LoYqQ
People Analytics,University of Pennsylvania,4.560943643512451,6104,Mixed,Course,ONE_TO_FOUR_WEEKS,"People Analytics, Human Resource Strategy, Talent Management, Workforce Planning, Collaboration, Organizational Effectiveness, Performance Analysis, Data-Driven Decision-Making, Workforce Management, Analytics, Performance Measurement, Employee Retention, Staff Management, Data Analysis, Performance Management, Predictive Analytics, Network Analysis",/learn/wharton-people-analytics,False,course~yKb2o0ehEeWk9g4dP2hYVQ
Introduction to Sustainability,University of Illinois Urbana-Champaign,4.75463839454752,2641,Mixed,Course,ONE_TO_THREE_MONTHS,"Environmental Policy, Environment, Water Resources, Demography, Energy and Utilities, Environmental Science, Environmental Resource Management, Socioeconomics, Policy Analysis, Natural Resource Management, Systems Thinking, Social Sciences, Trend Analysis, Economics",/learn/sustainability,False,course~a0fzUULWEeWZtA4u62x6lQ
